market_code,所属概念数量,股票代码,所属概念,code
17,43,600718.SH,DRG/DIP;AI应用;互联网金融;智能医疗;区块链;AIGC概念;财税数字化;数据要素;养老概念;DeepSeek概念;数字经济;AI智能体;独角兽概念;数字货币;人工智能;智慧政务;智慧城市;数据安全;信创;参股保险;百度概念;云计算;车联网(车路协同);网络安全;抖音概念(字节概念);工业互联网;华为昇腾;医疗器械概念;食品安全;长安汽车概念;机器人概念;华为概念;虚拟电厂;无人驾驶;东数西算(算力);新能源汽车;比亚迪概念;智能座舱;中国AI 50;5G;汽车电子;融资融券;沪股通,600718
17,6,688660.SH,海工装备;风电;上海国企改革;国企改革;融资融券;沪股通,688660
17,6,688480.SH,小金属概念;净水概念;土壤修复;污水处理;沪股通;融资融券,688480
151,12,920116.BJ,军工;军工信息化;DeepSeek概念;专精特新;数字经济;AIGC概念;人工智能;融资融券;商业航天;数据要素;卫星导航;国企改革,920116
33,40,002657.SZ,Web3.0;虚拟数字人;化债概念(AMC概念);数字货币;数据确权;财税数字化;在线教育;ChatGPT概念;AIGC概念;互联网金融;智慧政务;区块链;华为鲲鹏;鸿蒙概念;移动支付;AI应用;智谱AI;短剧游戏;信创;元宇宙;多模态AI;AI智能体;数字经济;DeepSeek概念;百度概念;智慧城市;人工智能;期货概念;腾讯概念;京津冀一体化;阿里巴巴概念;语音技术;算力租赁;工业互联网;华为概念;东数西算(算力);数据中心(AIDC);智能座舱;深股通;融资融券,002657
33,32,002465.SZ,军工信息化;卫星导航;6G概念;大飞机;商业航天;太赫兹;航空发动机;国产航母;智能穿戴;军民融合;无人机;军工;低空经济;虚拟现实;物联网;时空大数据;5G;车联网(车路协同);国产操作系统;同花顺新质50;成飞概念;无人驾驶;机器人概念;智慧城市;人工智能;脑机接口;DeepSeek概念;芯片概念;粤港澳大湾区;国企改革;深股通;融资融券,002465
17,25,600501.SH,成飞概念;大飞机;军工;卫星导航;商业航天;高端装备;核污染防治;核电;机器人概念;无人驾驶;新型工业化;可控核聚变;充电桩;垃圾分类;新能源汽车;长三角一体化;氢能源;央企国企改革;国企改革;特高压;光热发电;天然气;煤化工概念;沪股通;融资融券,600501
33,8,300347.SZ,CRO概念;生物疫苗;创新药;医疗器械概念;智能医疗;AIGC概念;深股通;融资融券,300347
17,3,688197.SH,创新药;沪股通;融资融券,688197
33,7,300441.SZ,家用电器;高端装备;空气能热泵;燃料电池;锂电池概念;光伏概念;深股通,300441
33,10,300363.SZ,CRO概念;减肥药;细胞免疫治疗;创新药;流感;西部大开发;人民币贬值受益;新型烟草(电子烟);融资融券;深股通,300363
33,6,301616.SZ,机器人概念;高端装备;专精特新;参股银行;可降解塑料;融资融券,301616
17,8,603177.SH,固废处理;碳中和;一带一路;燃料电池;氢能源;充电桩;钠离子电池;超超临界发电,603177
17,17,688375.SH,军工信息化;卫星导航;6G概念;商业航天;军民融合;军工;无人机;5G;毫米波雷达;芯片概念;DeepSeek概念;第三代半导体;先进封装;央企国企改革;国企改革;沪股通;融资融券,688375
33,14,300722.SZ,军民融合;大飞机;民爆概念;军工;海工装备;国企改革;无人机;低空经济;数字经济;商业航天;人工智能;智慧城市;深股通;融资融券,300722
33,7,301520.SZ,仿制药一致性评价;创新药;CRO概念;减肥药;食品安全;DeepSeek概念;融资融券,301520
33,7,301333.SZ,CRO概念;创新药;智能医疗;人工智能;AIGC概念;深股通;融资融券,301333
151,8,920856.BJ,参股银行;融资融券;物联网;机器人概念;无人驾驶;无人机;专精特新;一带一路,920856
33,4,300517.SZ,装配式建筑;一带一路;5G;PPP概念,300517
17,6,688513.SH,创新药;仿制药一致性评价;智能医疗;西部大开发;沪股通;融资融券,688513
33,14,301696.SZ,减速器;人形机器人;注册制次新股;机器人概念;飞行汽车(eVTOL);无人机;军工;低空经济;人民币贬值受益;碳纤维;2026中报预增;深股通;新股与次新股;融资融券,301696
33,15,300342.SZ,太赫兹;军民融合;军工信息化;卫星导航;商业航天;军工;无人机;低空经济;6G概念;家用电器;国企改革;无人驾驶;华为概念;深股通;融资融券,300342
33,11,301306.SZ,大飞机;卫星导航;军民融合;商业航天;军工;专精特新;存储芯片;华为概念;西部大开发;深股通;融资融券,301306
33,21,300780.SZ,工业母机;减速器;机器视觉;新型工业化;云计算;专精特新;机器人概念;AIGC概念;物联网;商业航天;军民融合;军工;低空经济;工业互联网;比亚迪概念;中俄贸易概念;农机;3D打印;新能源汽车;跨境电商;西部大开发,300780
33,10,000526.SZ,在线教育;职业教育;体育产业;人工智能;DeepSeek概念;福建自贸区;海峡两岸;民营医院;低空经济;深股通,000526
151,6,920028.BJ,比亚迪概念;宁德时代概念;华为概念;5G;新股与次新股;融资融券,920028
33,16,301231.SZ,AI视频;短剧游戏;ChatGPT概念;在线教育;AIGC概念;文化传媒概念;AI应用;阿里巴巴概念;AI智能体;IP经济(谷子经济);DeepSeek概念;人工智能;跨境电商;三胎概念;西部大开发;融资融券,301231
33,7,301075.SZ,三胎概念;西部大开发;流感;仿制药一致性评价;创新药;深股通;融资融券,301075
33,4,002568.SZ,超级品牌;长三角一体化;深股通;融资融券,002568
33,23,000779.SZ,新型城镇化;房屋检测;乡村振兴;污水处理;新疆振兴;土壤修复;建筑节能;水利;数字经济;数据要素;国企改革;AI应用;西部大开发;DeepSeek概念;国资云;人工智能;一带一路;数字孪生;算力租赁;低空经济;抽水蓄能;数据中心(AIDC);光伏概念,000779
17,20,688387.SH,6G概念;卫星导航;商业航天;5G;芯片概念;东数西算(算力);专精特新;低空经济;机器视觉;网络安全;物联网;车联网(车路协同);工业互联网;人工智能;DeepSeek概念;AI应用;央企国企改革;国企改革;沪股通;融资融券,688387
33,38,300184.SZ,华为海思概念股;存储芯片;PCB概念;汽车芯片;第三代半导体;MCU芯片;OLED;6G概念;5G;液冷服务器;芯片概念;消费电子概念;汽车电子;无线耳机;智能穿戴;数据中心(AIDC);传感器;小米概念;星闪概念;华为概念;光伏概念;物联网;比亚迪概念;智能电网;ETC;电力物联网;车联网(车路协同);腾讯概念;储能;特斯拉概念;机器人概念;智能家居;人工智能;独角兽概念;跨境电商;商业航天;融资融券;深股通,300184
151,5,920230.BJ,西部大开发;融资融券;维生素;专精特新;合成生物,920230
33,11,300553.SZ,新能源汽车;专精特新;商业航天;人形机器人;航空发动机;高端装备;新型工业化;军工;机器人概念;海工装备;人工智能,300553
17,14,600151.SH,军民融合;军工;汽车热管理;比亚迪概念;新能源汽车;光伏概念;上海自贸区;央企国企改革;人民币贬值受益;TOPCON电池;绿色电力;国企改革;融资融券;沪股通,600151
151,3,920895.BJ,融资融券;农机;专精特新,920895
33,19,301516.SZ,换电概念;充电桩;低空经济;核电;新型工业化;粤港澳大湾区;储能;高压快充;燃料电池;光伏概念;比亚迪概念;氢能源;新能源汽车;5G;两轮车;国企改革;深股通;中字头股票;融资融券,301516
22,25,600745.SH,ST板块;同花顺漂亮100;车联网(车路协同);人民币贬值受益;虚拟现实;AI PC;华为概念;无线耳机;智能座舱;小米概念;智能穿戴;数据中心(AIDC);汽车电子;英伟达概念;消费电子概念;同花顺果指数;苹果概念;5G;AI手机;液冷服务器;芯片概念;汽车芯片;先进封装;第三代半导体;股权转让(并购重组),600745
33,15,301079.SZ,高铁;军工;商业航天;机器人概念;水利;海工装备;专精特新;一带一路;核电;风电;锂电池概念;抽水蓄能;金属回收;股权转让(并购重组);融资融券,301079
17,13,600325.SH,租售同权;物业管理;冰雪产业;证金持股;旅游概念;广东自贸区;国企改革;横琴新区;数字经济;粤港澳大湾区;华为概念;沪股通;融资融券,600325
33,10,301317.SZ,数据中心(AIDC);专精特新;新能源汽车;空气能热泵;人工智能;中俄贸易概念;共同富裕示范区;污水处理;深股通;融资融券,301317
33,17,301196.SZ,光纤概念;消费电子概念;新型烟草(电子烟);专精特新;PEEK材料;新能源汽车;海峡两岸;储能;机器人概念;家用电器;福建自贸区;医疗器械概念;养老概念;三胎概念;宠物经济;深股通;融资融券,301196
33,16,002739.SZ,IP经济(谷子经济);文化传媒概念;短剧游戏;网络游戏;手机游戏;京津冀一体化;足球概念;小红书概念;数据确权;鸿蒙概念;腾讯概念;阿里巴巴概念;抖音概念(字节概念);华为概念;深股通;融资融券,002739
33,14,300440.SZ,专精特新;军工;虚拟现实;机器人概念;高铁;无人驾驶;智能物流;人工智能;职业教育;储能;数字孪生;AI智能体;西部大开发;深股通,300440
17,26,600129.SH,禽流感;医药电商;仿制药一致性评价;流感;肝炎概念;维生素;创新药;农业种植;减肥药;眼科医疗;超级品牌;医美概念;土地流转;养老概念;乡村振兴;西部大开发;医疗器械概念;国企改革;央企国企改革;人工智能;AI智能体;阿里巴巴概念;百度概念;股权转让(并购重组);沪股通;融资融券,600129
17,5,688584.SH,芯片概念;专精特新;人民币贬值受益;沪股通;融资融券,688584
33,12,301225.SZ,汽车热管理;华为汽车;PEEK材料;车联网(车路协同);比亚迪概念;专精特新;新能源汽车;医疗器械概念;燃料电池;氢能源;深股通;融资融券,301225
17,7,688683.SH,芯片概念;汽车电子;新能源汽车;粤港澳大湾区;固态电池;沪股通;融资融券,688683
33,35,000938.SZ,WiFi 6;算力租赁;中国AI 50;东数西算(算力);6G概念;英伟达概念;液冷服务器;数据中心(AIDC);共封装光学(CPO);云计算;国资云;5G;网络安全;国产操作系统;数据安全;阿里巴巴概念;芯片概念;抖音概念(字节概念);智慧政务;物联网;车联网(车路协同);数字乡村;智慧城市;数字孪生;储能;AI智能体;数据要素;DeepSeek概念;AIGC概念;人工智能;AI应用;机器人概念;深股通;融资融券;智能医疗,000938
151,10,920035.BJ,跨境电商;芯片概念;液冷服务器;云计算;物联网;冷链物流;专精特新;新股与次新股;融资融券;人民币贬值受益,920035
151,2,920455.BJ,融资融券;专精特新,920455
17,19,603882.SH,基因测序;AI应用;智能医疗;AI智能体;AIGC概念;数据要素;DeepSeek概念;细胞免疫治疗;人工智能;幽门螺杆菌概念;腾讯概念;肝炎概念;医疗器械概念;食品安全;冷链物流;华为概念;机器人概念;融资融券;沪股通,603882
33,8,000923.SZ,金属铜;人民币贬值受益;雄安新区;国企改革;京津冀一体化;同花顺中特估100;融资融券;深股通,000923
151,21,920263.BJ,金属回收;小金属概念;数字孪生;京津冀一体化;工业互联网;天然气;农业种植;页岩气;融资融券;稀土永磁;碳交易;碳中和;污水处理;水泥概念;机器人概念;新疆振兴;土壤修复;专精特新;人形机器人;人工智能;AIGC概念,920263
17,15,603712.SH,军工信息化;军民融合;大飞机;军工;卫星导航;无人机;DeepSeek概念;商业航天;高铁;京津冀一体化;一带一路;国企改革;6G概念;融资融券;沪股通,603712
33,15,002730.SZ,算力租赁;东数西算(算力);电力物联网;卫星导航;数据中心(AIDC);3D打印;物联网;华为概念;鸿蒙概念;人工智能;军工;机器人概念;工业互联网;新能源汽车;深股通,002730
17,2,605377.SH,高股息精选;沪股通,605377
33,22,300588.SZ,华为鲲鹏;智慧政务;时空大数据;网络安全;信创;数据安全;人脸识别;AI应用;数据要素;安防;智慧城市;数字经济;人工智能;DeepSeek概念;独角兽概念;新疆振兴;机器视觉;西部大开发;专精特新;东数西算(算力);华为概念;股权转让(并购重组),300588
151,6,920541.BJ,高铁;融资融券;机器人概念;无人驾驶;专精特新;一带一路,920541
17,10,688061.SH,先进封装;芯片概念;MCU芯片;消费电子概念;传感器;小米概念;无人机;新能源汽车;机器人概念;融资融券,688061
33,16,301151.SZ,新型城镇化;地下管网;雄安新区;水利;乡村振兴;污水处理;一带一路;专精特新;碳中和;核电;海峡两岸;液冷服务器;超超临界发电;抽水蓄能;数据中心(AIDC);融资融券,301151
17,3,688338.SH,医疗器械概念;专精特新;融资融券,688338
17,18,601965.SH,国企改革;DeepSeek概念;西部大开发;中字头股票;华为汽车;车联网(车路协同);央企国企改革;机器人概念;无人驾驶;燃料电池;华为概念;新能源汽车;动力电池回收;氢能源;无人机;汽车电子;沪股通;融资融券,601965
17,17,601615.SH,钙钛矿电池;商业航天;风电;HJT电池;绿色电力;光伏建筑一体化;储能;阿里巴巴概念;海工装备;人工智能;高端装备;光伏概念;氢能源;粤港澳大湾区;芯片概念;融资融券;沪股通,601615
17,11,688371.SH,共封装光学(CPO);液冷服务器;AI眼镜;小米概念;华为概念;脑机接口;一带一路;医疗器械概念;消费电子概念;沪股通;融资融券,688371
17,13,688222.SH,CRO概念;减肥药;重组蛋白;创新药;智能医疗;人民币贬值受益;AI应用;腾讯概念;人工智能;AI智能体;西部大开发;沪股通;融资融券,688222
17,10,688682.SH,军工信息化;卫星导航;商业航天;军工;低空经济;毫米波雷达;人工智能;5G;沪股通;融资融券,688682
33,3,300886.SZ,烟草;人民币贬值受益;融资融券,300886
17,6,688277.SH,智能医疗;机器人概念;专精特新;医疗器械概念;沪股通;融资融券,688277
33,31,002151.SZ,卫星导航;军工信息化;商业航天;无人机;军工;星闪概念;军民融合;物联网;车联网(车路协同);低空经济;同花顺新质50;国产航母;智能穿戴;华为概念;智能座舱;高端装备;机器人概念;5G;无人驾驶;汽车电子;消费电子概念;英伟达概念;长安汽车概念;芯片概念;农机;汽车芯片;京津冀一体化;两轮车;国家大基金持股;深股通;融资融券,002151
33,8,002586.SZ,ST板块;国企改革;PPP概念;雄安新区;文化传媒概念;海工装备;水利;高端装备,002586
33,13,300122.SZ,生物疫苗;猴痘概念;重组蛋白;肝炎概念;创新药;流感;合成生物;减肥药;同花顺漂亮100;西部大开发;创投;深股通;融资融券,300122
151,4,920608.BJ,融资融券;乡村振兴;农机;专精特新,920608
33,27,002413.SZ,太赫兹;军工信息化;军民融合;大飞机;卫星导航;军工;商业航天;无人机;低空经济;车联网(车路协同);数据要素;人工智能;京津冀一体化;DeepSeek概念;6G概念;无人驾驶;毫米波雷达;养老概念;华为概念;比亚迪概念;东数西算(算力);5G;汽车电子;芯片概念;存储芯片;深股通;融资融券,002413
